branch_id,topics,ending
4302,Kamala Harris' religious background - Fact-checking - Trump's rhetoric,disagreement
4303,Kamala Harris' upbringing - Fact-checking claims - Accusations of lying,disagreement
4304,Policy failures - Biden administration - accountability,inconclusive
4305,opportunity economy - economic policy - political hopes,inconclusive
4306,racial focus of policies - universal vs. targeted aid - perceived discrimination,disagreement
4307,interview quality - interviewer education - Trump podcast appearances,disagreement
4308,Kamala Harris - election predictions - political opinions,disagreement
4309,Kamala Harris's chances - election prediction accuracy - use of emojis,disagreement
4310,Kamala Harris's chances - election predictions - use of emojis,disagreement
4311,Kamala Harris winning - Election prediction accuracy - User's comment frequency,disagreement
4312,election prediction - Kamala Harris - voter intelligence - Candace Owens,disagreement
4313,Kamala Harris - election prediction - political disagreement,disagreement
4314,Kamala Harris's chances - election predictions - political commentator accuracy,disagreement
4315,Kamala Harris's prospects - election predictions - Candace Owens,disagreement
4316,Democratic Party policies - Kamala Harris's record - HBCU funding - Inflation,disagreement
4317,Political candidate support - Policy debate - Inflation rates - HBCU funding - Candidate accomplishments,inconclusive
4318,political candidate support - policy impact - economic conditions - HBCU funding,disagreement
4319,Party support for black community - Political policies - Economic impact,inconclusive
4320,political candidate support - policy impact on community - economic performance comparison,inconclusive
4321,voter bribery - policy proposals - political affiliation - Trump's policies,disagreement
4322,voter bribery - political policies - misinformation,disagreement
4323,Trump's wealth - Inflation impact - Middle class comparison,inconclusive
4324,Trump's wealth - Trump's survival - 2024 election,disagreement
4325,Trump's wealth - Political affiliation - Insulting tone,inconclusive
4326,Trump's wealth - Bankruptcy benefits - Defining 'winning at life',inconclusive
4327,Trump's wealth - Personal wealth comparison - Class background,disagreement
4328,Kamala Harris's statement - Claim of lying - Personal insults,inconclusive
4329,Trump's statements - accusations of lying - interpretation of comments,inconclusive
4330,criticism of show - freedom of speech - commenting on page,inconclusive
4331,criticism of show - respect for show - freedom of speech,inconclusive
4332,interview scripting - production time - industry experience,disagreement
4333,interview scripting - production time - industry experience,disagreement
4334,Kamala Harris accomplishments - Trump's statements - Harris's border role,disagreement
4335,media bias - fact-checking - political stances - policy differences - candidate comparison,disagreement
4336,Trump's honesty - Debate fact-checking - Claims of lying,disagreement
4337,Bidenomics - Inflation rates - Employment statistics - Pandemic impact,disagreement
4338,Bidenomics - Inflation rates - Economic performance comparison - Employment figures,disagreement
4339,Harris's performance - 2024 election - Russia relations,disagreement
4340,Kamala Harris' race - Identity politics - Ancestry vs. self-identification,disagreement
4341,Kamala Harris' race - Race perception - Voter behavior,inconclusive
4342,Kamala Harris's racial identity - Ancestry claims - Perception of Harris's public persona,disagreement
4343,Question answering - Trump's communication style - Media bias,disagreement
4344,Question answering - Media bias - Trump's interviews,disagreement
4345,Teleprompter use - cognitive ability - intelligence comparison,disagreement
4346,Black voters support for Trump - Appeals to facts vs. feelings - Trump's supporters,inconclusive
4347,Black voters - Trump support - Feelings vs. facts,inconclusive
4348,Black voters - Trump support - Misinformation,inconclusive
4349,campaign merchandise - Trump's merchandise - politicians selling merchandise,inconclusive
4350,Kamala Harris - Harris's accent - authenticity criticism,inconclusive
4351,preparation - criticism - online comments - political bias,agreement
4352,preparedness - criticism of political figure - performance evaluation,inconclusive
4353,Note use - Cognitive ability - Talking points,inconclusive
4354,Kamala Harris interview - Trump interview request - Trump's interview behavior,disagreement
4355,Kamala Harris interview - Trump's interview avoidance - media bias - identity politics,disagreement
4356,Kamala Harris interview - Trump interview request - media bias - Trump's communication style,inconclusive
4357,Kamala Harris interview - Trump interview request - perceived authenticity,disagreement
4358,child tax credit - congressional control - economic policies - border security - Trump's accomplishments,disagreement
4359,Trump interview critique - Trump's promises - Trump 2024,disagreement
4360,Trump's talking points - Economic performance under Trump - Trump's healthcare plan - Biden's plans,disagreement
4361,Kamala Harris earpiece use - scripted answers claim - debate performance criticism,disagreement
4362,Kamala Harris earpiece - scripted answers claim - Charlemagne's setup,inconclusive
4363,Trump's policies - Trump's legal issues - Trump's actions criticized,inconclusive
4364,Howard Stern's evolution - Stern's perceived change - Trolling accusation,inconclusive
4365,Howard Stern's evolution - Stern's perceived hypocrisy - Trolling accusation,inconclusive
4366,Republican options - felony conviction - falsifying business records,disagreement
4338,inflation rates - job market performance - economic indicators under Trump and Biden,disagreement
4339,Harris's performance - identity politics (race/gender) - Russia and nuclear war,inconclusive
4340,Harris's racial identity - shifting racial identification - perceptions of authenticity,disagreement
4341,Harris's racial identity - political opportunism - voter bias (racism/misogyny),inconclusive
4342,Harris's racial identity - Ancestry claims - Political strategy and race,inconclusive
4343,Netanyahu question - politician's communication style - Charlemagne's bias,disagreement
4344,Netanyahu question - Trump's communication style - media bias,disagreement
4345,cognitive decline - teleprompter use - intelligence assessment,disagreement
4346,black support for Trump - subjectivity of political choices - Trump's appeal,inconclusive
4347,Black voters' support for Trump - Feelings vs. facts in political opinions - Trump's appeal,agreement
